,0,1,2,3,4
0,0.943294521,0.901653799,0.836360776,0.511583411,0.712465439
1,0.924545547,0.902471081,0.872386946,0.707867659,0.779861201
2,0.999735944,0.900595861,0.760867659,0.664686231,0.634518864
3,0.948900251,0.771052399,0.673725627,0.565510609,0.593120192
4,0.910639685,0.758203394,0.686706899,0.516186232,0.724415304
5,0.946333236,0.692777964,0.542915723,0.597449565,0.581238354
6,0.986424121,0.856663379,0.872681738,0.684926156,0.404839852
7,0.896199504,0.703552103,0.619998103,0.747014264,0.361440535
8,0.96840496,0.880145384,0.925350086,0.82862491,0.24778539
9,1,0.667460702,0.738442093,0.509788077,0.356988651
10,,0.770319051,0.647593064,0.751731489,0.407907463
11,,0.695456222,0.755613492,0.510890346,0.619165031
12,,0.719422424,0.672581947,0.642616945,0.351601612
13,,0.625041149,0.773942744,0.715787186,0.620970351
14,,0.711121608,0.66473257,0.668040277,0.629793426
15,,0.703042055,0.613425785,0.620546889,0.538647676
16,,0.603839366,0.725547488,0.610703528,0.397136155
17,,0.802196106,0.583971562,0.65551411,0.593108491
18,,0.589671777,0.587843915,0.584320235,0.549981124
19,,0.915126917,0.616947736,0.562633622,0.715972593
20,,0.677264055,0.524756261,0.67045237,0.603495383
21,,0.68332874,0.680244363,0.736369903,0.544501395
22,,0.805469293,0.714573502,0.775763353,0.625113052
23,,0.89326756,0.794984786,0.677888899,0.67072256
24,,0.662320828,0.769576298,0.41021711,0.38894443
25,,0.892497642,0.783511592,0.710338238,0.526762689
26,,0.661246834,0.610360213,0.444903187,0.61516909
27,,0.836639838,0.612649401,0.471491722,0.423737073
28,,0.832855614,0.50699861,0.73174472,0.647144075
29,,0.897780117,0.78576925,0.606813128,0.580483264
30,,0.841833185,,0.261748422,0.542356498
31,,0.838728517,,0.612468493,0.558046706
32,,0.857994408,,0.696547383,0.602437126
33,,0.749389415,,0.430088482,0.455075144
34,,0.815017052,,0.61513502,0.528473655
35,,0.734854204,,0.520583884,0.33205257
36,,0.843749088,,0.702350693,0.507682478
37,,0.822789275,,0.671037832,0.279304463
38,,0.954455286,,0.603458564,0.562825409
39,,0.713454431,,0.760547081,0.58784638
40,,0.69633121,,0.463697281,0.631409908
41,,0.924054363,,0.899980062,0.599494179
42,,0.783753693,,0.664722406,0.662920301
43,,0.690433223,,0.751088106,0.475018997
44,,0.885018573,,0.799003811,0.378657548
45,,0.726819602,,0.49969693,0.516640194
46,,0.835447405,,0.794314591,0.432845318
47,,0.738661293,,0.55230716,0.438920457
48,,0.755274104,,0.719981359,0.27604856
49,,0.624730141,,0.67021474,0.539935982
50,,0.814300208,,0.429986733,0.912277391
51,,0.813405105,,0.752323953,0.244252619
52,,0.70806421,,0.591721596,0.492886757
53,,0.830846186,,0.728285589,0.528193542
54,,0.614090059,,0.564279202,0.517847388
55,,0.885953872,,0.758500212,0.636482487
56,,0.643515248,,0.455435711,0.47677876
57,,0.793441188,,0.577423851,0.453790137
58,,0.862235226,,0.254243518,0.264046337
59,,0.89677653,,0.799389301,0.537567514
